timestamp_script,receiver_node,sender_node,channel_index,rssi,rate,sig_mode,mcs,bandwidth,noise_floor,node_timestamp_us,csi_data_array
2025-04-09T12:55:29.985729,9,6,11,-22,12,0,0,0,-95,11839279383,"[0,0,-7,-13,-7,-13,-7,-13,-7,-12,-7,-12,-8,-11,-8,-11,-8,-11,-8,-10,-8,-10,-8,-10,-9,-9,-9,-9,-9,-9,-10,-9,-10,-9,-10,-9,-10,-9,-10,-10,-9,-10,-9,-10,-8,-10,-8,-10,-7,-10,-7,-11,-6,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-11,-6,-12,-6,-12,-5,-12,-5,-12,-4,-13,-4,-13,-4,-13,-3,-13,-3,-13,-3,-13,-2,-13,-3,-13,-3,-13,-3,-12,-4,-12,-4,-12,-5,-12,-5,-12,-6,-12,-6,-12,-7,-12,-7,-13,-7,-13,-7,-13,-7,-13]"
2025-04-09T12:55:29.985729,12,6,11,-43,12,0,0,0,-95,11839160248,"[0,0,-5,-15,-5,-16,-4,-14,-5,-15,-5,-14,-5,-14,-6,-13,-6,-13,-6,-12,-6,-13,-7,-12,-7,-12,-7,-12,-8,-11,-9,-12,-8,-12,-9,-12,-8,-12,-8,-12,-8,-12,-8,-12,-7,-12,-7,-13,-6,-12,-5,-13,-5,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-10,-5,-10,-4,-11,-4,-11,-3,-12,-3,-12,-3,-13,-2,-13,-2,-13,-1,-13,0,-13,0,-13,0,-13,0,-12,-1,-12,-1,-13,-2,-13,-2,-13,-3,-13,-3,-13,-4,-14,-4,-14,-4,-15,-4,-15,-4,-15,-4,-15]"
2025-04-09T12:55:29.985729,4,6,11,-39,12,0,0,0,-94,11839306689,"[0,0,12,-7,12,-7,12,-7,11,-7,11,-7,11,-7,10,-8,9,-8,9,-8,9,-9,9,-8,9,-9,9,-9,8,-10,9,-10,9,-10,9,-11,9,-10,10,-10,10,-9,10,-9,9,-8,10,-8,10,-7,11,-6,10,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-7,11,-7,11,-5,11,-5,11,-5,12,-5,12,-5,12,-4,13,-4,13,-3,12,-3,12,-3,12,-3,12,-2,12,-3,11,-4,11,-4,11,-5,11,-5,11,-6,11,-6,12,-7,12,-7,12,-6,12,-7,13,-8]"
2025-04-09T12:55:29.985729,1,6,11,-39,12,0,0,0,-94,11839295488,"[0,0,-17,3,-16,3,-CSI_DATA,3,7,11,-41,12,0,0,0,-94,11839409252,""[0,0,-5,13,-5,14,-5,13,-4,13,-4,12,-4,12,-4,12,-3,11,-2,12,-2,12,-3,12,-1,12,-2,11,-1,12,0,13,-1,12,-1,13,-1,12,-1,12,-2,13,-2,12,-3,12,-3,11,-5,11,-4,11,-5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,9,-3,8,-3,10,-4,9,-4,10,-4,9,-5,10,-5,10,-6,10,-7,10,-7,9,-7,9,-6,9,-7,8,-6,10,-6,10,-5,10,-5,10,-4,10,-5,11,-4,11,-4,12,-5,12,-6,13,-5,13,-5,13]"
2025-04-09T12:55:29.985729,11,7,11,-60,12,0,0,0,-99,11839403589,"[0,0,11,-10,11,-10,11,-10,11,-10,10,-10,10,-9,10,-10,9,-10,8,-10,8,-10,8,-11,7,-11,7,-11,7,-11,7,-12,7,-12,7,-12,8,-12,8,-11,9,-11,8,-11,9,-10,9,-9,9,-9,9,-9,9,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-8,9,-7,10,-7,10,-7,11,-7,11,-6,11,-6,11,-6,11,-6,12,-5,11,-5,12,-5,12,-5,11,-5,11,-5,11,-6,10,-6,10,-7,10,-7,11,-8,10,-8,11,-9,10,-9,11,-9,12,-10,11,-10]"
2025-04-09T12:55:29.985729,2,7,11,-43,12,0,0,0,-95,11839432453,"[0,0,-15,-5,-16,-4,-14,-5,-15,-4,-13,-4,-12,-4,-13,-3,-12,-3,-12,-2,-13,-3,-13,-2,-13,-1,-13,-1,-13,0,-12,-1,-12,0,-13,0,-13,-1,-13,-2,-13,-1,-12,-2,-12,-2,-12,-2,-11,-3,-11,-3,-11,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14,-3,-12,-4,-13,-5,-13,-4,-13,-5,-13,-6,-13,-6,-13,-8,-13,-7,-12,-8,-12,-8,-12,-8,-11,-7,-12,-7,-12,-6,-12,-6,-12,-6,-12,-6,-13,-5,-12,-5,-14,-4,-14,-4,-14,-5,-14,-5,-14,-5,-14,-5]"
2025-04-09T12:55:29.985729,0,7,11,-26,12,0,0,0,-96,11839381526,"[0,0,-11,10,-11,11,-11,10,-10,10,-10,10,-10,10,-9,10,-8,10,-8,10,-8,10,-7,10,-7,11,-6,11,-6,11,-6,12,-6,11,-7,12,-7,11,-7,11,-7,11,-8,10,-8,10,-9,10,-9,9,-9,8,-9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,9,-9,8,-10,8,-10,7,-11,8,-11,7,-11,7,-12,6,-12,6,-12,6,-12,6,-12,5,-12,6,-11,6,-11,6,-11,6,-11,7,-10,7,-10,7,-11,8,-10,9,-10,9,-11,10,-10,10,-11,10,-11,10]"
2025-04-09T12:55:30.041867,6,7,11,-35,12,0,0,0,-94,11839353953,"[0,0,-16,1,-15,1,-15,1,-15,1,-14,2,-13,2,-13,2,-13,2,-13,3,-13,3,-13,4,-12,4,-12,4,-12,5,-13,5,-13,5,-13,5,-13,5,-13,5,-14,4,-14,3,-13,3,-13,3,-13,2,-14,1,-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,1,-12,1,-12,0,-13,0,-13,-1,-13,-1,-14,-2,-13,-2,-14,-2,-14,-3,-13,-3,-13,-3,-13,-3,-13,-3,-13,-2,-13,-2,-13,-1,-13,-1,-13,-1,-13,0,-13,0,-14,1,-14,1,-15,1,-15,1,-15,1]"
2025-04-09T12:55:30.041867,15,7,11,-30,12,0,0,0,-98,11839353642,"[0,0,10,-9,10,-11,9,-10,9,-11,9,-10,9,-9,8,-10,8,-10,8,-10,7,-11,6,-10,6,-11,6,-11,5,-11,6,-12,5,-12,7,-13,7,-12,7,-12,6,-12,7,-11,8,-12,8,-11,8,-9,8,-10,9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-8,8,-8,9,-7,9,-7,9,-7,10,-7,10,-6,10,-6,11,-6,11,-5,11,-4,11,-5,11,-4,10,-5,10,-5,10,-6,9,-6,9,-7,9,-7,10,-8,10,-8,9,-8,10,-9,11,-9,11,-10,10,-9]"
2025-04-09T12:55:30.041867,5,7,11,-33,12,0,0,0,-94,11839457593,"[0,0,-15,-6,-15,-4,-15,-4,-15,-5,-15,-4,-14,-4,-14,-3,-14,-3,-13,-2,-14,-2,-13,-2,-13,-1,-13,-1,-13,0,-14,0,-14,-1,-14,-1,-14,-1,-14,-1,-14,-2,-14,-2,-13,-2,-13,-3,-12,-4,-12,-4,-12,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,-2,-13,-3,-13,-3,-12,-4,-13,-4,-13,-5,-13,-6,-13,-6,-13,-6,-12,-7,-12,-8,-12,-7,-12,-7,-12,-7,-12,-6,-12,-6,-12,-6,-13,-5,-13,-5,-13,-4,-14,-4,-14,-4,-15,-4,-15,-4,-15,-5,-16,-5]"
